"k","Z","varZ","epsilon","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.37049,0.017859,0.0020348,7.7516,1.3207,0.053076,0,0.063556,0.027705,0
0.36411,0.018584,0.0020884,7.7698,1.3334,0.05227,0,0.065089,0.027705,0
0.35812,0.019339,0.0021446,7.7998,1.3465,0.051449,0,0.066638,0.027705,0
0.35253,0.020127,0.0022037,7.8427,1.36,0.050636,0,0.068205,0.027705,0
0.34737,0.02095,0.0022659,7.9,1.3739,0.049801,0,0.069789,0.027705,0
0.34263,0.02181,0.0023313,7.9721,1.3883,0.048939,0,0.071391,0.027705,0
0.33831,0.022708,0.0024004,8.0594,1.4033,0.048067,0,0.073011,0.027705,0
0.33447,0.023649,0.0024733,8.1645,1.4188,0.047172,0,0.074649,0.027705,0
0.33111,0.024634,0.0025505,8.2894,1.4348,0.046239,0,0.076305,0.027705,0
0.32828,0.025667,0.0026322,8.435,1.4514,0.045272,0,0.077979,0.027705,0
0.32601,0.02675,0.0027187,8.6031,1.4687,0.044302,0,0.079673,0.027705,0
0.32431,0.027886,0.0028103,8.7954,1.4866,0.043337,0,0.081385,0.027705,0
0.32312,0.029076,0.0029071,9.0133,1.5053,0.042348,0,0.083116,0.027705,0
0.32256,0.030325,0.0030095,9.259,1.5247,0.041315,0,0.084867,0.027705,0
0.32268,0.031634,0.0031177,9.5343,1.5449,0.04025,0,0.086637,0.027705,0
0.32347,0.033006,0.0032318,9.8403,1.5659,0.03916,0,0.088427,0.027705,0
0.32495,0.034441,0.0033519,10.179,1.5877,0.038006,0,0.090237,0.027705,0
0.32716,0.035941,0.0034782,10.552,1.6104,0.036781,0,0.092067,0.027705,0
0.33011,0.037507,0.0036107,10.961,1.634,0.035546,0,0.093917,0.027705,0
0.33376,0.039141,0.0037493,11.407,1.6585,0.034321,0,0.095789,0.027705,0
0.33818,0.040842,0.0038938,11.89,1.684,0.033036,0,0.097681,0.027705,0
0.34341,0.042608,0.0040441,12.412,1.7104,0.031676,0,0.099594,0.027705,0
0.34941,0.044439,0.0041998,12.971,1.7378,0.030318,0,0.10153,0.027705,0
0.35616,0.046332,0.0043604,13.568,1.766,0.028956,0,0.10348,0.027705,0
0.36365,0.048284,0.0045255,14.201,1.7953,0.027529,0,0.10546,0.027705,0
0.37187,0.050292,0.0046946,14.868,1.8254,0.026057,0,0.10746,0.027705,0
0.38081,0.052353,0.0048671,15.569,1.8564,0.024574,0,0.10948,0.027705,0
0.39042,0.054464,0.0050423,16.302,1.8882,0.02312,0,0.11153,0.027705,0
0.40065,0.056619,0.0052196,17.062,1.921,0.021707,0,0.1136,0.027705,0
0.41148,0.058815,0.0053983,17.847,1.9545,0.020334,0,0.11569,0.027705,0
0.42288,0.061046,0.0055774,18.654,1.9889,0.018937,0,0.1178,0.027705,0
0.43478,0.063304,0.0057563,19.479,2.0238,0.017516,0,0.11994,0.027705,0
0.44711,0.065584,0.0059342,20.317,2.0595,0.016115,0,0.1221,0.027705,0
0.45985,0.067879,0.0061103,21.165,2.0958,0.014681,0,0.12429,0.027705,0
0.47293,0.070178,0.0062837,22.017,2.1327,0.013126,0,0.1265,0.027705,0
0.48634,0.072476,0.0064539,22.872,2.17,0.011595,0,0.12873,0.027705,0
0.49993,0.074762,0.0066203,23.718,2.2077,0.0099343,0,0.13099,0.027705,0
0.51381,0.077028,0.0067822,24.566,2.246,0.0082369,0,0.13328,0.027705,0
0.52764,0.079257,0.0069386,25.387,2.2846,0.0060182,0,0.13559,0.027705,0
0.54179,0.081456,0.0070902,26.211,2.324,0.004134,0,0.13792,0.027705,0
