"k","Z","varZ","epsilon","U:0","U:1","U:2","Points:0","Points:1","Points:2"
5.4331,0.9785,0.0097476,361.54,11.829,0.14258,0,0.0077477,0.00075,0
5.4026,0.97545,0.010933,397.36,11.846,0.14402,0,0.0086573,0.00075,0
5.3687,0.97237,0.012051,431.03,11.851,0.14415,0,0.009577,0.00075,0
5.3335,0.96927,0.013095,462.53,11.844,0.14218,0,0.010507,0.00075,0
5.2979,0.96615,0.014064,491.92,11.825,0.13737,0,0.011447,0.00075,0
5.2585,0.96301,0.014955,518.69,11.795,0.13194,0,0.012398,0.00075,0
5.2128,0.95986,0.015766,542.36,11.765,0.12777,0,0.01336,0.00075,0
5.1616,0.9567,0.016498,562.95,11.736,0.12393,0,0.014332,0.00075,0
5.1055,0.95354,0.017152,580.54,11.705,0.11971,0,0.015315,0.00075,0
5.0442,0.95038,0.01773,595.03,11.675,0.11567,0,0.016309,0.00075,0
4.9778,0.94722,0.018235,606.48,11.645,0.11247,0,0.017314,0.00075,0
4.907,0.94407,0.018672,615.06,11.617,0.10967,0,0.018331,0.00075,0
4.8328,0.94093,0.019043,620.97,11.589,0.10693,0,0.019358,0.00075,0
4.7555,0.9378,0.019353,624.33,11.562,0.1042,0,0.020397,0.00075,0
4.6754,0.93468,0.019607,625.26,11.535,0.10185,0,0.021448,0.00075,0
4.5938,0.93157,0.01981,624.49,11.508,0.099566,0,0.022511,0.00075,0
4.5126,0.92847,0.019967,622.31,11.477,0.096705,0,0.023585,0.00075,0
4.4318,0.92536,0.020082,618.45,11.445,0.093789,0,0.024671,0.00075,0
4.3501,0.92225,0.020161,613.02,11.413,0.091183,0,0.02577,0.00075,0
4.2677,0.91915,0.020205,606.26,11.382,0.088952,0,0.02688,0.00075,0
4.1849,0.91604,0.020218,598.34,11.353,0.086879,0,0.028004,0.00075,0
4.1022,0.91293,0.020209,589.44,11.325,0.084861,0,0.029139,0.00075,0
4.0196,0.90982,0.020179,579.67,11.297,0.083036,0,0.030287,0.00075,0
3.9374,0.9067,0.020127,569.18,11.27,0.081337,0,0.031449,0.00075,0
3.8561,0.90359,0.020055,558.12,11.243,0.079677,0,0.032623,0.00075,0
3.7759,0.90046,0.019968,546.63,11.217,0.0778,0,0.03381,0.00075,0
3.6969,0.89733,0.019868,534.78,11.191,0.0758,0,0.03501,0.00075,0
3.619,0.89419,0.019758,522.66,11.166,0.073889,0,0.036224,0.00075,0
3.5422,0.89104,0.019639,510.3,11.142,0.072046,0,0.037451,0.00075,0
3.4673,0.88788,0.019512,497.89,11.119,0.070389,0,0.038692,0.00075,0
3.3953,0.88471,0.019381,485.64,11.091,0.068557,0,0.039947,0.00075,0
3.3257,0.88151,0.019246,473.51,11.061,0.066535,0,0.041216,0.00075,0
3.2578,0.8783,0.019109,461.44,11.031,0.064557,0,0.042499,0.00075,0
3.1912,0.87506,0.01897,449.42,11.003,0.062772,0,0.043797,0.00075,0
3.126,0.87181,0.01883,437.48,10.975,0.061531,0,0.045109,0.00075,0
3.0622,0.86853,0.018691,425.69,10.948,0.060601,0,0.046435,0.00075,0
3.0001,0.86522,0.018553,414.07,10.919,0.059631,0,0.047776,0.00075,0
2.9398,0.8619,0.018417,402.66,10.891,0.058311,0,0.049133,0.00075,0
2.8813,0.85854,0.018283,391.49,10.863,0.056684,0,0.050504,0.00075,0
2.8244,0.85516,0.018153,380.57,10.835,0.055188,0,0.051891,0.00075,0
2.7692,0.85175,0.018026,369.89,10.808,0.053992,0,0.053293,0.00075,0
2.7155,0.8483,0.017903,359.47,10.781,0.052862,0,0.054711,0.00075,0
2.6635,0.84482,0.017784,349.31,10.753,0.051814,0,0.056144,0.00075,0
2.6134,0.84131,0.01767,339.45,10.726,0.050734,0,0.057594,0.00075,0
2.565,0.83776,0.017561,329.89,10.697,0.049392,0,0.05906,0.00075,0
2.5182,0.83418,0.017457,320.63,10.669,0.048184,0,0.060542,0.00075,0
2.4731,0.83055,0.017359,311.65,10.641,0.047109,0,0.062041,0.00075,0
2.4296,0.82688,0.017267,302.96,10.612,0.045946,0,0.063556,0.00075,0
2.3875,0.82318,0.01718,294.55,10.583,0.044926,0,0.065089,0.00075,0
2.347,0.81942,0.017099,286.41,10.554,0.043982,0,0.066638,0.00075,0
2.3078,0.81562,0.017024,278.54,10.525,0.043051,0,0.068205,0.00075,0
2.2702,0.81178,0.016956,270.94,10.495,0.042005,0,0.069789,0.00075,0
2.2342,0.80788,0.016894,263.64,10.466,0.040708,0,0.071391,0.00075,0
2.1997,0.80394,0.016837,256.61,10.436,0.03965,0,0.073011,0.00075,0
2.1665,0.79994,0.016788,249.82,10.405,0.03897,0,0.074649,0.00075,0
2.1347,0.79588,0.016744,243.29,10.374,0.038405,0,0.076305,0.00075,0
2.1044,0.79177,0.016707,237.02,10.343,0.037648,0,0.077979,0.00075,0
2.0756,0.7876,0.016676,231.02,10.311,0.036584,0,0.079673,0.00075,0
2.0481,0.78337,0.016651,225.24,10.278,0.035709,0,0.081385,0.00075,0
2.0216,0.77908,0.016631,219.67,10.246,0.03516,0,0.083116,0.00075,0
1.9963,0.77473,0.016618,214.32,10.213,0.034656,0,0.084867,0.00075,0
1.9725,0.77031,0.01661,209.2,10.18,0.033945,0,0.086637,0.00075,0
1.9499,0.76582,0.016608,204.3,10.147,0.033082,0,0.088427,0.00075,0
1.9284,0.76127,0.01661,199.59,10.113,0.032401,0,0.090237,0.00075,0
1.908,0.75666,0.016617,195.07,10.078,0.03189,0,0.092067,0.00075,0
1.8888,0.75197,0.016628,190.75,10.044,0.031316,0,0.093917,0.00075,0
1.8708,0.74721,0.016644,186.61,10.008,0.030641,0,0.095789,0.00075,0
1.8539,0.74238,0.016664,182.66,9.9726,0.030012,0,0.097681,0.00075,0
1.838,0.73748,0.016687,178.87,9.9363,0.029451,0,0.099594,0.00075,0
1.8231,0.73251,0.016713,175.25,9.8994,0.028902,0,0.10153,0.00075,0
1.8093,0.72747,0.016741,171.78,9.8619,0.028378,0,0.10348,0.00075,0
1.7966,0.72235,0.016772,168.48,9.8237,0.027784,0,0.10546,0.00075,0
1.7848,0.71716,0.016805,165.33,9.7849,0.027093,0,0.10746,0.00075,0
1.7739,0.7119,0.016838,162.3,9.7455,0.026529,0,0.10948,0.00075,0
1.7639,0.70657,0.016872,159.4,9.7057,0.026119,0,0.11153,0.00075,0
1.7547,0.70117,0.016907,156.63,9.6653,0.025584,0,0.1136,0.00075,0
1.7465,0.69569,0.016941,153.99,9.6239,0.024922,0,0.11569,0.00075,0
1.7389,0.69015,0.016974,151.45,9.5822,0.024455,0,0.1178,0.00075,0
1.732,0.68454,0.017006,149,9.5398,0.024101,0,0.11994,0.00075,0
1.726,0.67885,0.017037,146.67,9.4966,0.023549,0,0.1221,0.00075,0
1.7207,0.6731,0.017066,144.44,9.4522,0.022972,0,0.12429,0.00075,0
1.7159,0.66729,0.017091,142.28,9.4075,0.022609,0,0.1265,0.00075,0
1.7118,0.6614,0.017114,140.2,9.3612,0.022293,0,0.12873,0.00075,0
1.7082,0.65546,0.017134,138.21,9.3138,0.021982,0,0.13099,0.00075,0
1.7052,0.64944,0.017149,136.27,9.2636,0.02171,0,0.13328,0.00075,0
1.7026,0.6434,0.017159,134.42,9.2122,0.021574,0,0.13559,0.00075,0
1.7006,0.63723,0.017165,132.59,9.1582,0.021124,0,0.13792,0.00075,0
1.6987,0.63115,0.017165,130.86,9.105,0.02085,0,0.14028,0.00075,0
1.6972,0.62472,0.017158,129.08,9.048,0.020163,0,0.14267,0.00075,0
1.6959,0.61882,0.017145,127.48,8.9948,0.020366,0,0.14509,0.00075,0
1.6947,0.6117,0.017109,125.59,8.9313,0.018898,0,0.14753,0.00075,0
1.6944,0.6069,0.017079,124.27,8.887,0.016095,0,0.15,0.00075,0
5.2531,0.99876,0.00056673,73.826,10.308,-0.045712,0,0.00082314,0.001,0
5.0343,0.99986,6.3636e-05,52.694,10.034,-0.013546,0,0,0.001,0
5.4531,0.99708,0.0013487,104.61,10.664,-0.021071,0,0.0016555,0.001,0
5.5509,0.99498,0.0023425,139.84,10.997,0.026061,0,0.0024971,0.001,0
5.5735,0.99255,0.0034994,177.41,11.274,0.076994,0,0.0033481,0.001,0
5.56,0.98988,0.0047625,216.33,11.481,0.11929,0,0.0042086,0.001,0
5.5344,0.98705,0.0060777,256.07,11.629,0.1509,0,0.0050787,0.001,0
5.5057,0.9841,0.0074018,296.03,11.729,0.17268,0,0.0059585,0.001,0
5.4782,0.98109,0.0087031,335.6,11.792,0.18531,0,0.0068481,0.001,0
5.4507,0.97802,0.009959,374.06,11.826,0.19085,0,0.0077477,0.001,0
5.4209,0.97493,0.011154,410.69,11.842,0.19264,0,0.0086573,0.001,0
5.3876,0.97181,0.012278,444.98,11.845,0.19259,0,0.009577,0.001,0
5.3528,0.96868,0.013327,476.94,11.838,0.18969,0,0.010507,0.001,0
5.3174,0.96552,0.014297,506.61,11.816,0.18317,0,0.011447,0.001,0
5.2779,0.96235,0.015188,533.47,11.786,0.17588,0,0.012398,0.001,0
5.2318,0.95917,0.015998,557.08,11.755,0.17027,0,0.01336,0.001,0
5.1801,0.95598,0.016726,577.48,11.725,0.16499,0,0.014332,0.001,0
5.1234,0.9528,0.017376,594.73,11.694,0.15922,0,0.015315,0.001,0
5.0613,0.94961,0.017949,608.79,11.663,0.15393,0,0.016309,0.001,0
4.994,0.94644,0.018449,619.73,11.634,0.14969,0,0.017314,0.001,0
4.9225,0.94327,0.01888,627.74,11.605,0.14588,0,0.018331,0.001,0
4.8475,0.94011,0.019245,633.05,11.578,0.14218,0,0.019358,0.001,0
4.7694,0.93697,0.01955,635.75,11.55,0.13854,0,0.020397,0.001,0
4.6885,0.93384,0.019798,636.14,11.523,0.13543,0,0.021448,0.001,0
4.6063,0.93071,0.019995,634.83,11.496,0.13242,0,0.022511,0.001,0
4.5247,0.9276,0.020147,631.98,11.465,0.12859,0,0.023585,0.001,0
4.4434,0.92448,0.020259,627.53,11.432,0.12465,0,0.024671,0.001,0
4.3612,0.92136,0.020333,621.57,11.4,0.1212,0,0.02577,0.001,0
4.2784,0.91824,0.020374,614.3,11.37,0.11818,0,0.02688,0.001,0
4.1952,0.91513,0.020384,605.89,11.341,0.11542,0,0.028004,0.001,0
4.1121,0.91201,0.020372,596.52,11.312,0.11278,0,0.029139,0.001,0
4.0292,0.90889,0.020339,586.33,11.284,0.11037,0,0.030287,0.001,0
3.9469,0.90577,0.020284,575.44,11.257,0.10813,0,0.031449,0.001,0
3.8653,0.90264,0.02021,564.01,11.231,0.10588,0,0.032623,0.001,0
3.785,0.89951,0.020121,552.17,11.204,0.10334,0,0.03381,0.001,0
3.7057,0.89637,0.02002,540,11.178,0.10074,0,0.03501,0.001,0
3.6277,0.89322,0.019909,527.58,11.153,0.098247,0,0.036224,0.001,0
3.5508,0.89007,0.019788,514.94,11.129,0.095799,0,0.037451,0.001,0
3.4758,0.8869,0.019661,502.28,11.106,0.093589,0,0.038692,0.001,0
3.4038,0.88372,0.019529,489.8,11.078,0.091092,0,0.039947,0.001,0
3.3343,0.88052,0.019394,477.48,11.048,0.088355,0,0.041216,0.001,0
3.2662,0.8773,0.019256,465.21,11.018,0.085698,0,0.042499,0.001,0
3.1995,0.87406,0.019117,453,10.99,0.083378,0,0.043797,0.001,0
3.1343,0.8708,0.018977,440.89,10.962,0.081745,0,0.045109,0.001,0
3.0705,0.86751,0.018838,428.94,10.935,0.080467,0,0.046435,0.001,0
3.0085,0.86421,0.0187,417.18,10.907,0.07918,0,0.047776,0.001,0
2.9482,0.86087,0.018563,405.65,10.879,0.077381,0,0.049133,0.001,0
2.8897,0.85751,0.01843,394.37,10.851,0.075199,0,0.050504,0.001,0
2.8329,0.85413,0.018299,383.33,10.823,0.073275,0,0.051891,0.001,0
2.7776,0.85071,0.018172,372.54,10.796,0.071718,0,0.053293,0.001,0
2.724,0.84726,0.018049,362.02,10.768,0.070224,0,0.054711,0.001,0
2.6721,0.84378,0.017931,351.78,10.741,0.068823,0,0.056144,0.001,0
2.6219,0.84026,0.017817,341.85,10.713,0.067322,0,0.057594,0.001,0
2.5736,0.83671,0.017708,332.22,10.685,0.065554,0,0.05906,0.001,0
2.5269,0.83312,0.017604,322.88,10.657,0.063976,0,0.060542,0.001,0
2.4818,0.82949,0.017506,313.84,10.628,0.062524,0,0.062041,0.001,0
2.4383,0.82582,0.017414,305.08,10.599,0.061014,0,0.063556,0.001,0
2.3962,0.82211,0.017327,296.61,10.57,0.059685,0,0.065089,0.001,0
2.3557,0.81836,0.017246,288.42,10.541,0.058413,0,0.066638,0.001,0
2.3166,0.81455,0.017171,280.5,10.512,0.05719,0,0.068205,0.001,0
2.279,0.81071,0.017103,272.86,10.483,0.055823,0,0.069789,0.001,0
2.243,0.80681,0.01704,265.5,10.453,0.054128,0,0.071391,0.001,0
2.2085,0.80286,0.016984,258.42,10.423,0.05271,0,0.073011,0.001,0
2.1754,0.79886,0.016934,251.6,10.393,0.051784,0,0.074649,0.001,0
2.1436,0.79481,0.01689,245.04,10.362,0.051009,0,0.076305,0.001,0
2.1134,0.7907,0.016852,238.74,10.331,0.049948,0,0.077979,0.001,0
2.0846,0.78653,0.016821,232.7,10.299,0.048542,0,0.079673,0.001,0
2.0571,0.7823,0.016795,226.89,10.266,0.047436,0,0.081385,0.001,0
2.0306,0.77801,0.016776,221.29,10.234,0.046733,0,0.083116,0.001,0
2.0054,0.77365,0.016761,215.91,10.201,0.046025,0,0.084867,0.001,0
1.9816,0.76924,0.016753,210.76,10.168,0.045031,0,0.086637,0.001,0
1.959,0.76475,0.016749,205.83,10.134,0.043912,0,0.088427,0.001,0
1.9376,0.76021,0.016751,201.1,10.1,0.043043,0,0.090237,0.001,0
1.9172,0.75559,0.016757,196.55,10.066,0.042354,0,0.092067,0.001,0
1.898,0.75091,0.016767,192.2,10.032,0.041574,0,0.093917,0.001,0
1.8799,0.74615,0.016781,188.04,9.9963,0.040676,0,0.095789,0.001,0
1.863,0.74133,0.016799,184.06,9.9605,0.03985,0,0.097681,0.001,0
1.8471,0.73644,0.016821,180.25,9.9242,0.039103,0,0.099594,0.001,0
1.8322,0.73147,0.016845,176.6,9.8874,0.038374,0,0.10153,0.001,0
1.8184,0.72644,0.016872,173.11,9.85,0.037668,0,0.10348,0.001,0
1.8056,0.72133,0.016901,169.78,9.8119,0.036868,0,0.10546,0.001,0
1.7938,0.71615,0.016932,166.6,9.7731,0.035957,0,0.10746,0.001,0
1.7828,0.7109,0.016963,163.55,9.7338,0.035232,0,0.10948,0.001,0
1.7727,0.70557,0.016995,160.62,9.6941,0.034682,0,0.11153,0.001,0
1.7634,0.70018,0.017027,157.83,9.6537,0.03396,0,0.1136,0.001,0
1.7551,0.69472,0.017059,155.15,9.6124,0.033102,0,0.11569,0.001,0
1.7474,0.68918,0.01709,152.58,9.5708,0.032513,0,0.1178,0.001,0
1.7404,0.68358,0.01712,150.11,9.5285,0.031999,0,0.11994,0.001,0
1.7344,0.67791,0.017148,147.76,9.4855,0.031224,0,0.1221,0.001,0
1.7289,0.67217,0.017173,145.49,9.4413,0.03048,0,0.12429,0.001,0
1.724,0.66637,0.017197,143.31,9.3967,0.030012,0,0.1265,0.001,0
1.7198,0.6605,0.017217,141.2,9.3505,0.029578,0,0.12873,0.001,0
1.716,0.65458,0.017233,139.18,9.3032,0.029174,0,0.13099,0.001,0
1.7129,0.64857,0.017246,137.21,9.2532,0.028832,0,0.13328,0.001,0
1.7101,0.64255,0.017253,135.33,9.2017,0.028565,0,0.13559,0.001,0
1.7079,0.63639,0.017256,133.47,9.1479,0.027934,0,0.13792,0.001,0
1.7059,0.63033,0.017253,131.71,9.095,0.027618,0,0.14028,0.001,0
1.7042,0.62392,0.017243,129.9,9.0382,0.026717,0,0.14267,0.001,0
1.7028,0.61803,0.017228,128.27,8.9852,0.026936,0,0.14509,0.001,0
1.7014,0.61093,0.017188,126.34,8.9218,0.024988,0,0.14753,0.001,0
1.7009,0.60614,0.017156,125.01,8.8777,0.021411,0,0.15,0.001,0
5.262,0.99871,0.00058809,75.125,10.325,-0.057893,0,0.00082314,0.00125,0
5.0386,0.99984,7.0754e-05,53.053,10.039,-0.0191,0,0,0.00125,0
5.4649,0.99696,0.0014031,107.67,10.689,-0.023257,0,0.0016555,0.00125,0
5.5635,0.99477,0.0024385,145.06,11.021,0.037405,0,0.0024971,0.00125,0
5.5875,0.99226,0.003639,184.96,11.294,0.10119,0,0.0033481,0.00125,0
5.5762,0.98951,0.0049426,226.19,11.495,0.1538,0,0.0042086,0.00125,0
5.553,0.9866,0.0062928,268.09,11.638,0.19273,0,0.0050787,0.00125,0
5.5265,0.98358,0.0076456,310.01,11.733,0.21896,0,0.0059585,0.00125,0
5.5009,0.9805,0.0089697,351.26,11.792,0.23401,0,0.0068481,0.00125,0
5.4748,0.97738,0.010243,391.1,11.823,0.2406,0,0.0077477,0.00125,0
5.4459,0.97423,0.01145,428.8,11.836,0.24247,0,0.0086573,0.00125,0
5.4132,0.97106,0.012582,463.88,11.838,0.24198,0,0.009577,0.00125,0
5.379,0.96788,0.013636,496.39,11.828,0.23788,0,0.010507,0.00125,0
5.3437,0.96468,0.014608,526.39,11.805,0.2295,0,0.011447,0.00125,0
5.3039,0.96147,0.015498,553.32,11.774,0.22045,0,0.012398,0.00125,0
5.2574,0.95825,0.016305,576.8,11.742,0.21329,0,0.01336,0.00125,0
5.205,0.95503,0.017029,596.88,11.711,0.20634,0,0.014332,0.00125,0
5.1473,0.95181,0.017673,613.64,11.68,0.19903,0,0.015315,0.00125,0
5.084,0.9486,0.018239,627.06,11.649,0.19254,0,0.016309,0.00125,0
5.0157,0.9454,0.018731,637.28,11.619,0.18725,0,0.017314,0.00125,0
4.9431,0.94221,0.019154,644.51,11.59,0.18238,0,0.018331,0.00125,0
4.867,0.93903,0.019512,648.98,11.562,0.17763,0,0.019358,0.00125,0
4.7878,0.93587,0.019808,650.82,11.534,0.17307,0,0.020397,0.00125,0
4.7059,0.93272,0.020049,650.47,11.507,0.16923,0,0.021448,0.00125,0
4.6228,0.92958,0.020239,648.37,11.48,0.1655,0,0.022511,0.00125,0
4.5406,0.92645,0.020385,644.66,11.449,0.16064,0,0.023585,0.00125,0
4.4587,0.92332,0.02049,639.44,11.416,0.15563,0,0.024671,0.00125,0
4.3759,0.92019,0.020559,632.77,11.384,0.15131,0,0.02577,0.00125,0
4.2925,0.91706,0.020595,624.82,11.353,0.14753,0,0.02688,0.00125,0
4.2088,0.91393,0.020601,615.77,11.324,0.14409,0,0.028004,0.00125,0
4.1252,0.9108,0.020585,605.79,11.296,0.14083,0,0.029139,0.00125,0
4.0419,0.90767,0.020549,595.02,11.268,0.13782,0,0.030287,0.00125,0
3.9592,0.90454,0.02049,583.6,11.241,0.135,0,0.031449,0.00125,0
3.8775,0.9014,0.020413,571.7,11.214,0.13212,0,0.032623,0.00125,0
3.7969,0.89826,0.020322,559.4,11.188,0.12889,0,0.03381,0.00125,0
3.7174,0.89512,0.020219,546.8,11.162,0.1257,0,0.03501,0.00125,0
3.6392,0.89196,0.020106,533.98,11.137,0.12265,0,0.036224,0.00125,0
3.5621,0.8888,0.019984,520.99,11.113,0.11959,0,0.037451,0.00125,0
3.4871,0.88563,0.019856,508,11.089,0.11681,0,0.038692,0.00125,0
3.415,0.88244,0.019723,495.23,11.062,0.1136,0,0.039947,0.00125,0
3.3454,0.87923,0.019586,482.64,11.032,0.1101,0,0.041216,0.00125,0
3.2773,0.876,0.019448,470.11,11.002,0.10683,0,0.042499,0.00125,0
3.2105,0.87275,0.019308,457.65,10.974,0.10405,0,0.043797,0.00125,0
3.1451,0.86949,0.019168,445.33,10.946,0.10202,0,0.045109,0.00125,0
3.0814,0.8662,0.019029,433.17,10.919,0.1004,0,0.046435,0.00125,0
3.0194,0.86288,0.01889,421.24,10.89,0.098729,0,0.047776,0.00125,0
2.9591,0.85954,0.018754,409.54,10.862,0.096371,0,0.049133,0.00125,0
2.9007,0.85618,0.01862,398.1,10.834,0.093683,0,0.050504,0.00125,0
2.8438,0.85278,0.01849,386.92,10.807,0.091364,0,0.051891,0.00125,0
2.7886,0.84936,0.018363,375.99,10.779,0.089423,0,0.053293,0.00125,0
2.735,0.84591,0.01824,365.35,10.752,0.087578,0,0.054711,0.00125,0
2.6832,0.84242,0.018121,355,10.725,0.085793,0,0.056144,0.00125,0
2.6331,0.8389,0.018007,344.96,10.697,0.083817,0,0.057594,0.00125,0
2.5848,0.83535,0.017898,335.24,10.669,0.081667,0,0.05906,0.00125,0
2.5381,0.83175,0.017795,325.81,10.64,0.079737,0,0.060542,0.00125,0
2.493,0.82812,0.017697,316.68,10.612,0.077874,0,0.062041,0.00125,0
2.4495,0.82445,0.017604,307.84,10.583,0.07604,0,0.063556,0.00125,0
2.4075,0.82073,0.017517,299.29,10.554,0.074407,0,0.065089,0.00125,0
2.367,0.81698,0.017436,291.02,10.525,0.072811,0,0.066638,0.00125,0
2.328,0.81317,0.017361,283.04,10.496,0.071283,0,0.068205,0.00125,0
2.2904,0.80932,0.017292,275.34,10.467,0.069595,0,0.069789,0.00125,0
2.2544,0.80542,0.01723,267.92,10.437,0.067561,0,0.071391,0.00125,0
2.2199,0.80148,0.017173,260.78,10.407,0.065785,0,0.073011,0.00125,0
2.1868,0.79747,0.017123,253.91,10.377,0.064582,0,0.074649,0.00125,0
2.1552,0.79342,0.017078,247.3,10.346,0.063549,0,0.076305,0.00125,0
2.125,0.78931,0.01704,240.96,10.314,0.062127,0,0.077979,0.00125,0
2.0963,0.78514,0.017008,234.88,10.282,0.060429,0,0.079673,0.00125,0
2.0687,0.78091,0.016982,229.02,10.25,0.059146,0,0.081385,0.00125,0
2.0423,0.77662,0.016961,223.38,10.218,0.058284,0,0.083116,0.00125,0
2.0171,0.77227,0.016946,217.96,10.185,0.057338,0,0.084867,0.00125,0
1.9934,0.76785,0.016936,212.78,10.152,0.056028,0,0.086637,0.00125,0
1.9708,0.76337,0.016932,207.81,10.118,0.05468,0,0.088427,0.00125,0
1.9493,0.75883,0.016932,203.04,10.085,0.053649,0,0.090237,0.00125,0
1.9289,0.75422,0.016936,198.46,10.05,0.052768,0,0.092067,0.00125,0
1.9097,0.74954,0.016945,194.08,10.016,0.051763,0,0.093917,0.00125,0
1.8917,0.74479,0.016957,189.88,9.9807,0.050653,0,0.095789,0.00125,0
1.8747,0.73998,0.016974,185.87,9.945,0.049638,0,0.097681,0.00125,0
1.8588,0.73509,0.016993,182.02,9.9087,0.048706,0,0.099594,0.00125,0
1.8439,0.73013,0.017016,178.34,9.872,0.047799,0,0.10153,0.00125,0
1.83,0.72511,0.01704,174.82,9.8346,0.046901,0,0.10348,0.00125,0
1.8171,0.72001,0.017067,171.45,9.7966,0.045885,0,0.10546,0.00125,0
1.8052,0.71484,0.017094,168.24,9.7579,0.044774,0,0.10746,0.00125,0
1.7942,0.7096,0.017123,165.15,9.7187,0.04391,0,0.10948,0.00125,0
1.784,0.70429,0.017152,162.19,9.6791,0.043196,0,0.11153,0.00125,0
1.7747,0.69891,0.017181,159.36,9.6388,0.042254,0,0.1136,0.00125,0
1.7662,0.69346,0.01721,156.65,9.5977,0.04122,0,0.11569,0.00125,0
1.7584,0.68794,0.017238,154.04,9.5562,0.040528,0,0.1178,0.00125,0
1.7513,0.68235,0.017264,151.54,9.5141,0.039841,0,0.11994,0.00125,0
1.7451,0.6767,0.017289,149.15,9.4712,0.038835,0,0.1221,0.00125,0
1.7395,0.67098,0.017312,146.85,9.4271,0.037944,0,0.12429,0.00125,0
1.7344,0.66519,0.017331,144.62,9.3827,0.037381,0,0.1265,0.00125,0
1.73,0.65934,0.017348,142.48,9.3367,0.03682,0,0.12873,0.00125,0
1.7261,0.65344,0.017361,140.42,9.2896,0.036329,0,0.13099,0.00125,0
1.7228,0.64745,0.01737,138.41,9.2398,0.035918,0,0.13328,0.00125,0
1.7198,0.64145,0.017374,136.49,9.1884,0.035539,0,0.13559,0.00125,0
1.7174,0.63531,0.017372,134.59,9.1348,0.034733,0,0.13792,0.00125,0
1.7151,0.62927,0.017366,132.79,9.0821,0.034359,0,0.14028,0.00125,0
1.7132,0.62288,0.017352,130.94,9.0256,0.033251,0,0.14267,0.00125,0
1.7116,0.61702,0.017333,129.28,8.9727,0.033462,0,0.14509,0.00125,0
1.7099,0.60994,0.01729,127.32,8.9096,0.031003,0,0.14753,0.00125,0
1.7094,0.60517,0.017254,125.96,8.8659,0.02664,0,0.15,0.00125,0
5.273,0.99864,0.00061615,76.819,10.346,-0.070314,0,0.00082314,0.0015,0
5.0437,0.99982,7.9143e-05,53.491,10.046,-0.025865,0,0,0.0015,0
5.4799,0.9968,0.0014746,111.7,10.72,-0.023171,0,0.0016555,0.0015,0
5.5796,0.9945,0.0025646,151.96,11.05,0.052254,0,0.0024971,0.0015,0
5.6059,0.99187,0.0038216,194.96,11.319,0.12899,0,0.0033481,0.0015,0
5.5975,0.98902,0.0051774,239.26,11.512,0.19172,0,0.0042086,0.0015,0
5.5775,0.98601,0.0065723,284.01,11.648,0.2376,0,0.0050787,0.0015,0
5.5541,0.98291,0.0079616,328.46,11.737,0.26772,0,0.0059585,0.0015,0
5.5308,0.97975,0.0093141,371.87,11.79,0.28469,0,0.0068481,0.0015,0
5.5065,0.97655,0.010608,413.46,11.818,0.29208,0,0.0077477,0.0015,0
5.4787,0.97333,0.01183,452.48,11.828,0.29369,0,0.0086573,0.0015,0
5.4468,0.9701,0.012972,488.49,11.827,0.2924,0,0.009577,0.0015,0
5.4131,0.96686,0.01403,521.64,11.816,0.2869,0,0.010507,0.0015,0
5.3778,0.96361,0.015004,551.95,11.791,0.2765,0,0.011447,0.0015,0
5.3375,0.96034,0.015892,578.88,11.758,0.26569,0,0.012398,0.0015,0
5.2902,0.95708,0.016694,602.09,11.725,0.25683,0,0.01336,0.0015,0
5.2368,0.95382,0.017412,621.68,11.694,0.24794,0,0.014332,0.0015,0
5.1777,0.95056,0.018047,637.71,11.661,0.23914,0,0.015315,0.0015,0
5.113,0.94732,0.018604,650.25,11.63,0.23153,0,0.016309,0.0015,0
5.0432,0.94409,0.019087,659.5,11.6,0.22511,0,0.017314,0.0015,0
4.9692,0.94087,0.019499,665.69,11.571,0.2191,0,0.018331,0.0015,0
4.8917,0.93767,0.019846,669.04,11.542,0.21326,0,0.019358,0.0015,0
4.8111,0.93449,0.020132,669.82,11.515,0.20779,0,0.020397,0.0015,0
4.7278,0.93132,0.020363,668.46,11.488,0.20328,0,0.021448,0.0015,0
4.6438,0.92817,0.020544,665.27,11.46,0.19879,0,0.022511,0.0015,0
4.5608,0.92502,0.020681,660.5,11.428,0.19279,0,0.023585,0.0015,0
4.4781,0.92187,0.020779,654.34,11.395,0.18666,0,0.024671,0.0015,0
4.3945,0.91872,0.020841,646.75,11.363,0.1815,0,0.02577,0.0015,0
4.3103,0.91558,0.02087,637.93,11.333,0.17697,0,0.02688,0.0015,0
4.2259,0.91244,0.020872,628.06,11.304,0.17285,0,0.028004,0.0015,0
4.1417,0.9093,0.020852,617.31,11.275,0.16898,0,0.029139,0.0015,0
4.0579,0.90616,0.020809,605.83,11.247,0.16537,0,0.030287,0.0015,0
3.9748,0.90301,0.020746,593.76,11.22,0.16192,0,0.031449,0.0015,0
3.8928,0.89987,0.020666,581.24,11.194,0.15834,0,0.032623,0.0015,0
3.8118,0.89672,0.020572,568.37,11.167,0.15444,0,0.03381,0.0015,0
3.732,0.89356,0.020466,555.24,11.141,0.1507,0,0.03501,0.0015,0
3.6535,0.8904,0.02035,541.93,11.116,0.14709,0,0.036224,0.0015,0
3.5763,0.88723,0.020227,528.5,11.092,0.14343,0,0.037451,0.0015,0
